  0.1243	  0.1243	 -0.1402	 -2.8055	  1.0000
  0.2487	  0.1243	 -0.1193	 -2.6713	  0.0000
  0.3730	  0.1243	 -0.1457	 -2.8087	  0.0000
  0.4973	  0.1243	 -0.1529	 -2.9371	  1.0000
  0.6216	  0.1243	 -0.4072	 -3.0997	  0.0000
  0.7460	  0.1243	 -0.1311	 -3.0688	  1.0000
  0.8703	  0.1243	 -0.1520	 -3.1624	  0.0000
  0.9946	  0.1243	 -0.0921	 -3.1525	  0.0000
  1.1189	  0.1243	 -0.1738	 -3.1248	  0.0000
  1.2433	  0.1243	 -0.2095	 -3.0692	  0.0000
  1.3676	  0.1243	 -0.0860	 -2.9880	  0.0000
  1.4919	  0.1243	  0.0572	 -3.0089	  1.0000
  1.6162	  0.1243	  0.1059	 -3.0003	  1.0000
  1.7406	  0.1243	  0.1358	 -3.0102	  1.0000
  1.8649	  0.1243	  0.1746	 -3.0138	  1.0000
  1.9892	  0.1243	  0.2002	 -3.0144	  1.0000
  2.1136	  0.1243	  0.4706	 -3.0609	  0.0000
  2.2379	  0.1243	  0.4793	 -3.0693	  0.0000
  2.3622	  0.1243	  0.5433	 -3.0461	  0.0000
  2.4865	  0.1243	  0.0472	 -2.8225	  1.0000
  2.6109	  0.1243	 -0.0364	 -2.7632	  1.0000
  2.7352	  0.1243	 -0.0903	 -2.7952	  1.0000
  2.8595	  0.1243	 -0.1059	 -2.8527	  1.0000
  2.9838	  0.1243	  0.0021	 -3.3049	  0.0000
  3.1082	  0.1243	  0.0292	 -3.2801	  0.0000
  3.2325	  0.1243	  0.1026	 -3.1422	  0.0000
  3.3568	  0.1243	  0.1506	 -3.1554	  0.0000
  3.4811	  0.1243	  0.0031	 -3.1128	  0.0000
  3.6055	  0.1243	 -0.0888	 -3.0300	  0.0000
  3.7298	  0.1243	 -0.0868	 -2.8825	  0.0000
  3.8541	  0.1243	 -0.0666	 -2.8598	  0.0000
  3.9785	  0.1243	  0.0468	 -3.0038	  0.0000
  4.1028	  0.1243	 -0.0490	 -3.0473	  0.0000
  4.2271	  0.1243	 -0.3230	 -2.9155	  0.0000
  4.3514	  0.1243	 -0.1320	 -2.7709	  1.0000
  4.4758	  0.1243	 -0.0741	 -2.6085	  0.0000
  4.6001	  0.1243	 -0.0412	 -2.7505	  0.0000
  4.7244	  0.1243	 -0.1305	 -2.7219	  1.0000
  4.8487	  0.1243	 -0.1351	 -2.7517	  1.0000
  4.9731	  0.1243	 -0.1416	 -2.7590	  1.0000
  5.0974	  0.1243	 -0.1429	 -2.7690	  1.0000
  0.1243	  0.2487	 -0.1450	 -2.8111	  1.0000
  0.2487	  0.2487	 -0.1441	 -2.8421	  1.0000
  0.3730	  0.2487	 -0.1510	 -2.8905	  1.0000
  0.4973	  0.2487	 -0.1441	 -2.9458	  1.0000
  0.6216	  0.2487	 -0.1333	 -3.0219	  1.0000
  0.7460	  0.2487	 -0.1527	 -3.1623	  0.0000
  0.8703	  0.2487	 -0.0976	 -3.1639	  0.0000
  0.9946	  0.2487	 -0.0581	 -3.1480	  0.0000
  1.1189	  0.2487	 -0.1230	 -3.1862	  0.0000
  1.2433	  0.2487	 -0.0089	 -3.0481	  1.0000
  1.3676	  0.2487	  0.0278	 -3.0198	  1.0000
  1.4919	  0.2487	  0.0746	 -2.9954	  1.0000
  1.6162	  0.2487	  0.1159	 -2.9861	  1.0000
  1.7406	  0.2487	  0.1529	 -3.0063	  1.0000
  1.8649	  0.2487	  0.1783	 -3.0102	  1.0000
  1.9892	  0.2487	  0.1903	 -3.0104	  1.0000
  2.1136	  0.2487	  0.1890	 -2.9934	  1.0000
  2.2379	  0.2487	  0.1506	 -2.9523	  1.0000
  2.3622	  0.2487	  0.0895	 -2.8772	  1.0000
  2.4865	  0.2487	  0.0046	 -2.7994	  1.0000
  2.6109	  0.2487	 -0.0793	 -2.7375	  1.0000
  2.7352	  0.2487	 -0.1278	 -2.7540	  1.0000
  2.8595	  0.2487	 -0.1890	 -2.6354	  0.0000
  2.9838	  0.2487	 -0.1088	 -3.0490	  0.0000
  3.1082	  0.2487	 -0.1525	 -3.0456	  0.0000
  3.2325	  0.2487	 -0.1000	 -2.9363	  0.0000
  3.3568	  0.2487	 -0.0016	 -3.1015	  0.0000
  3.4811	  0.2487	 -0.0024	 -3.0129	  1.0000
  3.6055	  0.2487	 -0.0271	 -3.0142	  1.0000
  3.7298	  0.2487	 -0.0569	 -2.9947	  1.0000
  3.8541	  0.2487	 -0.2176	 -2.9085	  0.0000
  3.9785	  0.2487	 -0.0946	 -2.9875	  0.0000
  4.1028	  0.2487	 -0.0441	 -3.1153	  0.0000
  4.2271	  0.2487	 -0.1320	 -2.8105	  1.0000
  4.3514	  0.2487	 -0.1549	 -2.5549	  0.0000
  4.4758	  0.2487	 -0.1331	 -2.5634	  0.0000
  4.6001	  0.2487	 -0.1376	 -2.7060	  1.0000
  4.7244	  0.2487	 -0.1371	 -2.7284	  1.0000
  4.8487	  0.2487	 -0.1410	 -2.7564	  1.0000
  4.9731	  0.2487	 -0.1455	 -2.7651	  1.0000
  5.0974	  0.2487	 -0.1461	 -2.7755	  1.0000
  0.1243	  0.3730	 -0.1624	 -2.7981	  1.0000
  0.2487	  0.3730	 -0.0119	 -2.7567	  0.0000
  0.3730	  0.3730	 -0.2409	 -2.8665	  0.0000
  0.4973	  0.3730	 -0.1364	 -2.9344	  1.0000
  0.6216	  0.3730	 -0.1227	 -3.0026	  1.0000
  0.7460	  0.3730	 -0.0977	 -3.0486	  1.0000
  0.8703	  0.3730	 -0.0390	 -3.1051	  0.0000
  0.9946	  0.3730	 -0.0484	 -3.0787	  1.0000
  1.1189	  0.3730	 -0.0037	 -3.1040	  0.0000
  1.2433	  0.3730	  0.0153	 -3.0302	  1.0000
  1.3676	  0.3730	  0.0524	 -3.0023	  1.0000
  1.4919	  0.3730	  0.0958	 -2.9792	  1.0000
  1.6162	  0.3730	  0.1311	 -2.9649	  1.0000
  1.7406	  0.3730	  0.1940	 -3.0154	  0.0000
  1.8649	  0.3730	  0.1737	 -2.9928	  1.0000
  1.9892	  0.3730	  0.0503	 -3.1328	  0.0000
  2.1136	  0.3730	  0.1504	 -2.9847	  1.0000
  2.2379	  0.3730	  0.1075	 -2.9405	  1.0000
  2.3622	  0.3730	  0.0458	 -2.8659	  1.0000
  2.4865	  0.3730	 -0.0409	 -2.7801	  1.0000
  2.6109	  0.3730	 -0.1144	 -2.7102	  1.0000
  2.7352	  0.3730	 -0.2755	 -2.4215	  0.0000
  2.8595	  0.3730	 -0.2219	 -2.5854	  0.0000
  2.9838	  0.3730	 -0.0214	 -2.9159	  0.0000
  3.1082	  0.3730	 -0.0981	 -2.9384	  0.0000
  3.2325	  0.3730	 -0.1191	 -2.8641	  0.0000
  3.3568	  0.3730	  0.1110	 -2.8837	  0.0000
  3.4811	  0.3730	 -0.0089	 -2.9992	  1.0000
  3.6055	  0.3730	  0.1680	 -3.1382	  0.0000
  3.7298	  0.3730	 -0.0749	 -3.0550	  0.0000
  3.8541	  0.3730	 -0.2116	 -2.9417	  0.0000
  3.9785	  0.3730	 -0.2307	 -2.7692	  0.0000
  4.1028	  0.3730	 -0.1345	 -2.8658	  1.0000
  4.2271	  0.3730	 -0.1421	 -2.8039	  1.0000
  4.3514	  0.3730	 -0.1747	 -2.6224	  0.0000
