 12.0000	 12.0000	 -6.4854	-255.5599	  1.0000
 24.0000	 12.0000	 -9.3239	-258.9027	  1.0000
 36.0000	 12.0000	-11.1053	-271.9368	  1.0000
 48.0000	 12.0000	-29.6757	-295.7005	  1.0000
 60.0000	 12.0000	-37.1758	-301.3420	  1.0000
 72.0000	 12.0000	-24.8672	-308.5995	  1.0000
 84.0000	 12.0000	-13.5693	-308.6952	  1.0000
 96.0000	 12.0000	 -7.4818	-306.8600	  1.0000
108.0000	 12.0000	-13.9050	-304.9240	  1.0000
120.0000	 12.0000	-18.3998	-301.2730	  1.0000
132.0000	 12.0000	-10.8696	-290.8699	  1.0000
144.0000	 12.0000	 -6.2904	-289.5107	  1.0000
156.0000	 12.0000	 18.9739	-291.3380	  1.0000
168.0000	 12.0000	 31.0680	-308.2752	  1.0000
180.0000	 12.0000	 40.2336	-307.6393	  1.0000
192.0000	 12.0000	990.1287	-252.4704	  1.0000
204.0000	 12.0000	 43.0073	-296.2345	  1.0000
216.0000	 12.0000	 45.2129	-298.6321	  1.0000
228.0000	 12.0000	 60.6617	-299.7730	  1.0000
240.0000	 12.0000	 44.5461	-284.2758	  1.0000
252.0000	 12.0000	 17.1394	-252.7706	  1.0000
264.0000	 12.0000	  8.6697	-242.7036	  1.0000
276.0000	 12.0000	809.8332	-1462.5317	  1.0000
288.0000	 12.0000	 -2.6592	-313.7619	  1.0000
300.0000	 12.0000	  0.3853	-311.8839	  1.0000
312.0000	 12.0000	  8.2172	-302.9759	  1.0000
324.0000	 12.0000	  9.4200	-305.4279	  1.0000
336.0000	 12.0000	 -6.7688	-303.2841	  1.0000
348.0000	 12.0000	-12.1536	-295.5795	  1.0000
360.0000	 12.0000	-11.8122	-280.3356	  1.0000
372.0000	 12.0000	-14.2731	-278.6766	  1.0000
384.0000	 12.0000	 -1.9894	-290.6147	  1.0000
396.0000	 12.0000	 -5.0350	-296.4020	  1.0000
408.0000	 12.0000	-25.7362	-280.3486	  1.0000
420.0000	 12.0000	-15.5392	-259.6264	  1.0000
432.0000	 12.0000	 -7.4184	-256.6502	  1.0000
444.0000	 12.0000	 -4.8473	-278.6400	  1.0000
456.0000	 12.0000	  7.8709	-300.7206	  1.0000
468.0000	 12.0000	 -8.2237	-295.9427	  1.0000
480.0000	 12.0000	-44.7193	-274.8734	  1.0000
