  0.1191	  0.1191	 -0.1818	 -2.8285	  1.0000
  0.2331	  0.1191	 -0.1047	 -2.6727	  0.0000
  0.3471	  0.1191	 -0.1548	 -2.7976	  0.0000
  0.4610	  0.1191	 -0.1928	 -2.9493	  1.0000
  0.5750	  0.1191	 -0.4511	 -3.0657	  0.0000
  0.6890	  0.1191	 -0.1690	 -3.0816	  1.0000
  0.8029	  0.1191	 -0.2267	 -3.2174	  0.0000
  0.9169	  0.1191	 -0.1474	 -3.1353	  0.0000
  1.0309	  0.1191	 -0.1137	 -3.1345	  0.0000
  1.1448	  0.1191	 -0.1806	 -3.1254	  0.0000
  1.2588	  0.1191	 -0.1762	 -3.0276	  0.0000
  1.3728	  0.1191	 -0.0820	 -2.9997	  0.0000
  1.4867	  0.1191	  0.1127	 -3.0193	  1.0000
  1.6007	  0.1191	  0.1476	 -3.0012	  1.0000
  1.7147	  0.1191	  0.1607	 -2.9936	  1.0000
  1.8286	  0.1191	  0.1604	 -2.9965	  1.0000
  1.9426	  0.1191	  0.1772	 -2.9951	  1.0000
  2.0566	  0.1191	  0.2143	 -3.0007	  1.0000
  2.1705	  0.1191	  0.4624	 -3.0809	  0.0000
  2.2845	  0.1191	  0.5132	 -3.0922	  0.0000
  2.3985	  0.1191	  0.1118	 -2.8491	  1.0000
  2.5124	  0.1191	  0.0299	 -2.7807	  1.0000
  2.6264	  0.1191	 -0.0729	 -2.7243	  1.0000
  2.7404	  0.1191	 -0.1045	 -2.7475	  1.0000
  2.8543	  0.1191	 -0.1176	 -2.8214	  1.0000
  2.9683	  0.1191	 -0.1029	 -2.8921	  1.0000
  3.0823	  0.1191	  0.0268	 -3.3202	  0.0000
  3.1962	  0.1191	  0.0585	 -3.1590	  0.0000
  3.3102	  0.1191	  0.1610	 -3.1364	  0.0000
  3.4242	  0.1191	  0.1043	 -3.1167	  0.0000
  3.5381	  0.1191	 -0.0014	 -3.0789	  0.0000
  3.6521	  0.1191	 -0.1080	 -2.9602	  0.0000
  3.7661	  0.1191	 -0.1099	 -2.8580	  0.0000
  3.8800	  0.1191	 -0.0007	 -2.9111	  0.0000
  3.9940	  0.1191	  0.0712	 -3.0189	  0.0000
  4.1080	  0.1191	 -0.0291	 -3.0390	  0.0000
  4.2219	  0.1191	 -0.3200	 -2.9194	  0.0000
  4.3359	  0.1191	 -0.1123	 -2.7984	  1.0000
  4.4499	  0.1191	 -0.0500	 -2.6029	  0.0000
  4.5638	  0.1191	 -0.0187	 -2.7342	  0.0000
  4.6778	  0.1191	  0.0116	 -2.8946	  1.0000
  4.7918	  0.1191	  0.0453	 -2.9697	  1.0000
  4.9057	  0.1191	  0.0592	 -3.0125	  1.0000
  5.0197	  0.1191	  0.0612	 -3.0254	  1.0000
  5.1337	  0.1191	  0.0399	 -3.0073	  1.0000
  0.1191	  0.2331	 -0.1838	 -2.8270	  1.0000
  0.2331	  0.2331	 -0.1869	 -2.8610	  1.0000
  0.3471	  0.2331	 -0.1930	 -2.9017	  1.0000
  0.4610	  0.2331	 -0.1842	 -2.9658	  1.0000
  0.5750	  0.2331	 -0.1748	 -3.0343	  1.0000
  0.6890	  0.2331	 -0.1447	 -3.0885	  1.0000
  0.8029	  0.2331	 -0.1151	 -3.1231	  1.0000
  0.9169	  0.2331	 -0.0683	 -3.1576	  0.0000
  1.0309	  0.2331	 -0.0613	 -3.1655	  0.0000
  1.1448	  0.2331	 -0.1172	 -3.2220	  0.0000
  1.2588	  0.2331	  0.0348	 -3.0715	  1.0000
  1.3728	  0.2331	  0.0789	 -3.0415	  1.0000
  1.4867	  0.2331	  0.1294	 -3.0101	  1.0000
  1.6007	  0.2331	  0.1649	 -3.0001	  1.0000
  1.7147	  0.2331	  0.1740	 -2.9910	  1.0000
  1.8286	  0.2331	  0.1693	 -2.9917	  1.0000
  1.9426	  0.2331	  0.1737	 -2.9886	  1.0000
  2.0566	  0.2331	  0.1903	 -2.9893	  1.0000
  2.1705	  0.2331	  0.1551	 -2.9506	  1.0000
  2.2845	  0.2331	  0.4807	 -3.0672	  0.0000
  2.3985	  0.2331	  0.0678	 -2.8331	  1.0000
  2.5124	  0.2331	 -0.0107	 -2.7581	  1.0000
  2.6264	  0.2331	 -0.0975	 -2.7064	  1.0000
  2.7404	  0.2331	 -0.1277	 -2.7199	  1.0000
  2.8543	  0.2331	 -0.1346	 -2.7794	  1.0000
  2.9683	  0.2331	 -0.1105	 -3.0532	  0.0000
  3.0823	  0.2331	 -0.1334	 -3.0888	  0.0000
  3.1962	  0.2331	 -0.0233	 -2.9569	  1.0000
  3.3102	  0.2331	  0.0558	 -3.0538	  0.0000
  3.4242	  0.2331	 -0.0077	 -2.9904	  1.0000
  3.5381	  0.2331	 -0.2066	 -3.1289	  0.0000
  3.6521	  0.2331	 -0.2022	 -2.9514	  0.0000
  3.7661	  0.2331	 -0.1973	 -2.8964	  0.0000
  3.8800	  0.2331	 -0.1645	 -2.9136	  0.0000
  3.9940	  0.2331	 -0.1116	 -2.9289	  1.0000
  4.1080	  0.2331	 -0.0824	 -3.1160	  0.0000
  4.2219	  0.2331	 -0.1112	 -2.8289	  1.0000
  4.3359	  0.2331	 -0.1353	 -2.6171	  0.0000
  4.4499	  0.2331	 -0.1181	 -2.5894	  0.0000
  4.5638	  0.2331	 -0.0398	 -2.8246	  1.0000
  4.6778	  0.2331	  0.1650	 -3.1155	  0.0000
  4.7918	  0.2331	  0.1886	 -3.0914	  0.0000
  4.9057	  0.2331	  0.0403	 -2.9948	  1.0000
  5.0197	  0.2331	  0.0440	 -3.0097	  1.0000
  5.1337	  0.2331	  0.0288	 -2.9991	  1.0000
  0.1191	  0.3471	 -0.2096	 -2.8206	  1.0000
  0.2331	  0.3471	 -0.2084	 -2.8563	  1.0000
  0.3471	  0.3471	 -0.2098	 -2.8957	  1.0000
  0.4610	  0.3471	 -0.1928	 -2.9637	  1.0000
  0.5750	  0.3471	 -0.1789	 -3.0277	  1.0000
